url,pdate,description,title
http://blog.csdn.net/peihaozhu/article/list/6,2016-01-26 23:06,"
接着我的上篇文章，Python学习(一)这篇文章，到目前为止，学习到的知识都是和解释器自带的数据结构打交道，程序与外部的交互知识通过input、print函数，这篇文章以及以后的内容会更多在这些方面倾斜。文件素材open函数用来打开文件，语法如下：open(name[,mode[,buffering]])open函数使用一个文件名作为唯一的强制参数，然后返回一个文件对象。模式mode和缓冲buffe...        ","
        Python学习(二)            
        "
http://blog.csdn.net/peihaozhu/article/list/6,2016-01-26 23:06,"
python中的变量也是弱类型，无须使用保留字定义。想要使用的时候，可以直接对他赋值    str='this is a string var example'
    #在python中使用  ‘#’代替其他编程语言中的 ‘//’然后就可以直接对他进行caozu9o，当然如果没有这一步骤，直接使用str会报错。 
之后可以对str进行类型改变。    str=11;
    print(str//...        ","
        Python学习(一)            
        "
http://blog.csdn.net/peihaozhu/article/list/6,2016-01-26 23:01,"
BeautifulSoup抓取豆瓣电影信息 #Beautiful Soup 是用Python写的一个HTML/XML的解析器，它可以很好的处理不规范标记并生成剖析树(parse tree)。 它提供简单又常用的导航（navigating），搜索以及修改剖析树的操作。它可以大大节省你的编程时间。BeautifulSoup4的安装一、使用pip直接安装beautifulsoup4F:\demo>pip...        ","
        Pyhton抓取豆瓣电影示例            
        "
http://blog.csdn.net/peihaozhu/article/list/6,2016-01-26 23:00,"
CGI小述CGI（Common Gateway Interface,通用网页接口）。CGI是网络服务器可以将查询（一般来说是通过Web表单）传递到专门的程序（比如Python等）中并且在网页上显示结果的标准机制。它是创建万维网应用程序而不用编写特殊用途的应用服务器的简单方法。  CGI(Common Gateway Interface) 是WWW技术中最重要的技术之一，有着不可替代的重要地位。CGI...        ","
        Python CGI初体验            
        "
http://blog.csdn.net/peihaozhu/article/list/6,2016-01-26 22:59,"
Python的Lambda函数 #lambda函数也叫匿名函数，即，函数没有具体的名称。先来看一个最简单例子：def f(x):
    return x**3print f(5)
#结果是125Python中使用lambda的话，写成这样g = lambda x : x**3
print g(5)
#同样的结果  125lambda表达式在很多编程语言都有对应的实现。比如C#：var g = x...        ","
        Lambda函数            
        "
http://blog.csdn.net/peihaozhu/article/list/6,2016-01-26 22:56,"
查看被删的微信好友原理就是新建群组,如果加不进来就是被删好友了(不要在群组里讲话,别人是看不见的)用的是微信网页版的接口查询结果可能会引起一些心理上的不适,请小心使用 :)还有些小问题:结果好像有疏漏一小部分,原因不明..最终会遗留下一个只有自己的群组,需要手工删一下没试过被拉黑的情况转自 https://github.com/0x5e/wechat-deleted-friends用法: 启动终端T...        ","
        查看被删微信好友            
        "
http://blog.csdn.net/peihaozhu/article/list/6,2016-01-26 22:54,"
大家在使用谷歌或者百度搜索时，输入搜索内容时，谷歌总是能提供非常好的拼写检查，比如你输入 speling，谷歌会马上返回 spelling。 
下面是用python代码实现的一个简易但是具备完整功能的拼写检查器:import re, collections
def words(text): return re.findall('[a-z]+', text.lower()) 
def train(fe...        ","
        Python简单的拼写检查            
        "
http://blog.csdn.net/peihaozhu/article/list/6,2015-12-23 22:11,"
先说一下伪随机与真随机的区别:   真正意义上的随机数（或者随机事件）在某次产生过程中是按照实验过程中表现的分布概率随机产生的，其结果是不可预测的，是不可见的。而计算机中的随机函数是按照一定算法模拟产生的，其结果是确定的，是可见的。我们可以这样认为这个可预见的结果其出现的概率是100%。所以用计算机随机函数所产生的“随机数”并不随机，是伪随机数。当然了，在python中使用random模块的普通功能...        ","
        伪随机性            
        "
http://blog.csdn.net/peihaozhu/article/list/6,2015-12-23 21:58,"
1.什么是正则表达式的贪婪与非贪婪匹配

　　如：String str=""abcaxc"";

　　　　Patter p=""ab*c"";

　　贪婪匹配:正则表达式一般趋向于最大长度匹配，也就是所谓的贪婪匹配。如上面使用模式p匹配字符串str，结果就是匹配到：abcaxc(ab*c)。

　　非贪婪匹配：就是匹配到结果就好，就少的匹配字符。如上面使用模式p匹配字符串str，结果就是匹...        ","
        简单-正则表达式贪婪与非贪婪模式            
        "
http://blog.csdn.net/peihaozhu/article/list/6,2015-12-17 17:04,"
JQuery提供了$.ajax、$.getJSON方法，在我们获取ins官方提供的图片获取链接之后，我们可以很轻易的通过解析json数据拿到图片的相关信息。
获取ins提供的链接方法在此，当然由于最近instagram更换了部分代码，若想使用最新的获取方法，戳这里，当然你懂得，可能需要梯子辅助。
拿到的链接类似如下: https://api.instagram.com/v1/users/{us...        ","
        jquery获取instagram图片并添加fancybox效果            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2017-03-20 15:05,"
最大似然与经验风险最小化
  当模型是条件概率分布，损失函数是对数损失函数时，经验风险最小化就等价于极大似然估计
首先给出对数形式的ERM的公式： 
min1n∑i=1nL(yi,p(yi∣xi))\min \frac{1}{n}\sum\limits_{i=1}^n L(y_i,p(y_i\mid x_i))其中L(yi,f(xi))L(y_i,f(x_i))是损失函数，输出预测值为f(xi)f(...        ","
        MAP、SRM、ERM与MLE            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2017-03-16 15:12,"
拉格朗日乘子法拉格朗日乘子法（Lagrange multipliers）是一种寻找多元函数在一组约束下的极值的方法。通过引入拉格朗日乘子，可将有dd个变量与kk个约束条件的最优化问题转化为具有d+kd+k个变量的无约束优化问题求解基本的拉格朗日乘子法就是求函数f(x1,x2,...)f(x_1,x_2,...)在g(x1,x2,...)=0g(x_1,x_2,...)=0的约束条件下的极值的方法。主...        ","
        ML优化拉格朗日与KKT            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-11-03 17:16,"
介绍两种直接爬取知乎的方法，一种是通过CrawlSpider类，从Question页面开始，通过Rule自动填充带爬取页面；第二种是登录知乎首页之后，通过模拟js下拉页面发送ajax请求解析返回json数据填充原有的zhihu首页爬取。实际上还有另外一种，我们使用scrapy splash模块或者selenium工具模拟js操作，这种方法相比第二种方法更直接、简便，之后的文章会有介绍。在做这些之前，...        ","
        Scrapy爬取知乎两种思路            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-11-03 15:48,"
在Scrapy的FormRequest中直接将formdata设置为dict形式后，scrapy经过字节编码形式的转换，会发出一个非期望的request，例如：FormRequest(url=""**************************"",
            meta = {'cookiejar' : response.meta['cookiejar']},...        ","
        Scrapy解决formrequest中formdata为dict问题            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-11-03 15:47,"
使用命令行scrapy crawl spider_name -o filename将制定内容的item信息输出时，scrapy使用默认的feed export对特定的file类型文件支持，例如json文件是JsonLinesItemExporter，xml文件是XmlItemExporter，有时候我们对export的形式或者内容不太满意时，可以自己继承上面的类，自定义export子类。默认显示的中...        ","
        Scrapy中关于Export Unicode字符集问题解决            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-10-23 17:34,"
pyinstaller打包使用pyqt5模块的时候，在win平台下，由于pyinstaller无法准确获取QT动态库文件路径，会报错导致无法打开运行程序，并提示错误信息pyinstaller failed to execute script pyi_rth_qt5plugins此时我们需要在打包的时候直接告诉pyinstaller到哪里去找，这个路径分隔符需要是unix形式：pyinstaller...        ","
        pyinstaller打包pyqt5问题解决            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-09-19 18:52,"
通过python的requests模块实现的一键登录、注销、查看校园网# -*- coding: utf-8 -*-
import requests
import resession=requests.session()headers = {'User-Agent' : 'Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, l...        ","
        校园网一键登录注销            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-09-19 18:51,"
使用selenium+python实现无人看守选课。用到的一些模块
selenium
selenium在前面的文章中曾经介绍过，就是模拟浏览器的一个第三方模块，通过提供的各种方法模拟控制browser，同时提供了无UI的Browserdriver，减少渲染开销，提升运行速度.
time
本例中实现暂停扫描功能，防止服务器对IP封锁
re
正则表达模块，获取相关数据 
常用的方法
b=webdrive...        ","
        Selenium模拟选课            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-09-19 18:51,"
字符串全排列规则最简单的思路就是使用递归实现：
将最左边字符固定，后面的依次全排
上一步的依次安排实际上是一次小集合的字符串全排 将次左边字符固定，剩下的全排
将此次左边固定…
直到最后一个数
第一轮结束，将原始字符串的最左边字符与次左边字符交换位置
按照上面的顺序依次进行
将原始字符串从左数第3位固定到最左边
依次进行
…直到左右进行完毕输出
实例举例来讲：原是字符串为’abc’
a固定，剩下两个...        ","
        string全排列            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-09-19 18:50,"
input
raw_input()
在py2版本中，raw_input接收输入流并直接转换存储为string类型
input()
py2版本中，通过根据输入类型不同存储为不同格式。比如像输入string，需在内容外包裹单引或者双引py3整合input与raw_input，将所有输入作为string保存printpy2中print不是将print作为一个方法函数，二十当做语句使用，调用时不能再后面直接...        ","
        py2-3            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-09-19 18:48,"
OnTouchListener
getRawX()和getRawY()
获得的是相对屏幕的位置
getX()和getY()
获得的永远是view的触摸位置坐标（这两个值不会超过view的长度和宽度）。View
view.getTranslationX()
计算的该view的偏移量。初始值为0，向左偏移值为负，向右偏移值为正。
view.getX()
相当于该view左上角距离父容器左边缘的距离，等于...        ","
        android中的获取坐标            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-09-19 18:48,"
get&set版本号set在传统的Eclipse IDE开发中，我们通常只需要在清单文件manifests中写入相应代码即可搞定。<manifest xmlns:android=""http://schemas.android.com/apk/res/android""
    package=""your package name""
    android:versionCode=""1""
    and...        ","
        Application版本更新            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-09-19 18:48,"
ngrok 是一个反向代理，通过在公共的端点和本地运行的 Web 服务器之间建立一个安全的通道。ngrok 可捕获和分析所有通道上的流量，便于后期分析和重放
为了方便本地服务器简单映射到外网访问，我们可以使用Ngroke服务。只需要几条简单的命令即可使用。
国内ngrok服务
点击进入获取相应平台的最新版本
注册/登录 添加隧道列表
将本地服务器地址、端口号与Ngroke分配的服务器绑定。本地地址：...        ","
        Ngroke            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-09-19 18:47,"
文章大部分内容参考自CSDN–飘过的小牛
  
  AC自动机，全程是Aho-Corasick automaton，该算法在1975年产生于贝尔实验室，是著名的多模匹配算法。
要讲清楚比较吃力，直接上实例边消化边理解会好很多。示例构造
构造一棵Trie，作为AC自动机的搜索数据结构。
构造fail指针，使当前字符失配时跳转到具有最长公共前后缀的字符继续匹配。如同 KMP算法一样， AC自动机在匹配时...        ","
        AC自动机            
        "
http://blog.csdn.net/peihaozhu/article/list/1,2016-09-19 18:46,"
文章大部分内容引用自Encyclopedia
  
  Trie树，即字典树。是一种树形结构，哈希树的变种。典型应用是用于统计，排序和保存大量的字符串（但不仅限于字符串），所以经常被搜索引擎系统用于文本词频统计。它的优点是：利用字符串的公共前缀来减少查询时间，最大限度地减少无谓的字符串比较，查询效率比哈希树高。
Trie树可以用来作为搜索引擎中的分词处理手段。描述根节点不包含字符，除根节点外每一个节...        ","
        Trie树            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-12-16 10:59,"
Jquery中关于Ajax编程的一些方法:
  load()方法
 $.get()方法
  $.post()方法
  $.getJSON()方法
  $.ajax()方法



调用load()方法可以动态地从服务器加载数据，并填充调用它的HTML元素的内容，语法如下：
#(选择器).load(url[, data ] [, complete(responseText,text...        ","
        在JQuery中实现Ajax编程            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-12-15 16:13,"
jQuery可以很方便地使用Event对象对触发的元素的事件进行处理，jQuery支持的事件包括键盘事件、鼠标事件、表单事件、文档加载事件和浏览器事件等】
1)事件处理函数
指定事件处理函数

jQuery选择器. 事件名(function() {
  
  ……
} );


例如，前面多次使用的$(document).ready()方法指定文档对象的ready事件处理函数。rea...        ","
        JS事件处理            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-12-15 15:07,"
jQuery插件是基于jQuery开发的js脚本库，是对jQuery的有效扩展。正因为有很多人把自己的开发成果以插件的形式共享，所以jQuery就好像一个取之不竭的宝藏。只要你用心寻找，总会找到需要的插件。也许有时候你正准备自己编码实现一个功能，却意外地发现有人已经把它做成插件共享，你只需下载并引用插件就可以了。
JQuery插件可以分为以下三种类型：

（1）封装jQuery对象方法：把一...        ","
        JQuery插件定义            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-12-14 16:49,"
1. 正则表达式规则
1.1
普通字符
    字母、数字、汉字、下划线、以及后边章节中没有特殊定义的标点符号，都是""普通字符""。表达式中的普通字符，在匹配一个字符串的时候，匹配与之相同的一个字符。

    举例1：表达式 ""c""，在匹配字符串""abcde""
时，匹配结果是：成功；匹配到的内容是：""c""；匹配到的位置是：开始于2，结束于3。（注：下标从0开始还是从1开始，因当前编程语...        ","
        正则表达式语法            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-12-05 17:17,"
C++的精髓——虚函数　　简单地说，那些被virtual关键字修饰的成员函数，就是虚函数。虚函数的作用，用专业术语来解释就是实现多态性（Polymorphism），多态性是将接口与实现进行分离；用形象的语言来解释就是实现以共同的方法，但因个体差异，而采用不同的策略.多态有个关键之处就是一切用指向基类的指针或引用来操作对象,指向基类的指针在操作它的多态类对象时，会根据不同的类对象，调用其相应的函数，这...        ","
        C++虚函数            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-12-01 21:11,"
零零散散的学了JS好久，两年前就有接触，却一直拖到了现在，才有一整块的时间去学习巩固.	练手：使用JS内置对象Cookie保存至本地实现...        ","
        JavaScript初体验--Cookie            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-11-30 11:42,"
The gray code is a binary numeral system where two successive values differ in only one bit.

Given a non-negative integer n representing the total number of bits in the code, print the sequence of ...        ","
        Gray Code（Leetcode 89）            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-11-30 10:20,"
RunStone

an
 android application for record your run data

App主要分为两种模式，分别为indoor室内，与outdoor室外模式.
室内模式通过Google提供的Sample尝试使用加速度传感器模拟人体走路数据，来记录使用者在室内或者室外的步数信息,

当然你可以根据自己的自身条件自行设置步长,行走方式，以及手机传感器对信...        ","
        跑步App（室内+室外+分享功能）            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-11-30 10:09,"
最近对它的README.md文件颇为感兴趣。便写下这贴，帮助更多的还不会编写README文件的同学们。

README文件后缀名为md。md是markdown的缩写，markdown是一种编辑博客的语言。用惯了可视化的博客编辑器（比如CSDN博客，囧），这种编程式的博客编辑方案着实让人眼前一亮。不过GitHub支持的语法在标准markdown语法的基础上做了修改，称为Github Flavor...        ","
        Github添加README.md教程            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-11-29 22:32,"
Java O(1)space using Binary-Search
public int findDuplicate(int[] nums) {
    int low = 1, high = nums.length - 1;
    while (low <= high) {
        int mid = (int) (low + (high - low) * 0.5);
      ...        ","
        Find the Duplicate Number（Leetcode 287）            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-11-29 16:55,"
Android activity的生命周期



activity类处于android.app包中，继承体系如下：
1.java.lang.Object
2.android.content.Context
3.android.app.ApplicationContext
4.android.app.Activity
activity是单独的，用于处理用户操作。几乎所有的activ...        ","
        Android开发之Activity生命周期            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-11-29 16:43,"
哈希树

       在各种介绍里的都比较抽象，其实没有那么难，这里进行一个最简单的说明。






       在将一个数进行哈希的时候，我曾经写过关于哈希的这么些东西：对于数，当一个质数不够用的时候，可以加上第二个质数，用两个mod来确定该数据在库中的位置。那么这里需要简单的解释一下，对于一个质数x，它的mod有[ 0 .. x - 1 ] x种；所以对于两个质数x和y...        ","
        字典树            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-11-29 16:38,"
set集合容器：实现了红黑树的平衡二叉检索树的数据结构，插入元素时，它会自动调整二叉树的排列，把元素放到适当的位置，以保证每个子树根节点键值大于左子树所有节点的键值，小于右子树所有节点的键值；另外，还得保证根节点左子树的高度与右子树高度相等。
平衡二叉检索树使用中序遍历算法，检索效率高于vector、deque和list等容器，另外使用中序遍历可将键值按照从小到大遍历出来。
构造set集合主要...        ","
        C++底层数据结构常用方法            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-11-29 16:37,"
C++ STL 的实现：

1.vector      底层数据结构为数组 ，支持快速随机访问

2.list            底层数据结构为双向链表，支持快速增删

3.deque       底层数据结构为一个中央控制器和多个缓冲区，详细见STL源码剖析P146，支持首尾（中间不能）快速增删，也支持随机访问


deque是一个双端队列(double-ended que...        ","
        C++底层数据结构实现            
        "
http://blog.csdn.net/peihaozhu/article/list/7,2015-11-29 16:36,"
1、src目录是源代码目录，所有允许用户修改的java文件和用户自己添加的java文件都保存在这个目录中

 

2、gen目录是1.5版本新增的目录，用来保存ADT自动生成的java文件，例如R.java或AIDL文件

 

注意：R．java文件（非常重要）

a)        R.java文件是ADT自动生成的文件，包含对drawable、layout和values目...        ","
        Android项目文件构成（Eclipse示例）            
        "
